max_wrist_speed,elbow_angle,release_height,wrist_horizontal_range,wrist_vertical_range,fps,real_distance,source,video_name
36393.187049643086,182.08592298994094,168.64630232371707,1640.225806891842,1060.7164402951564,30.0,79.94697610691182,synthetic,synth_00015.npy
29098.400143434978,119.78296193361632,169.6870918707757,991.9219868856442,947.6889130219795,39.0,77.70968903824588,synthetic,synth_00016.npy
4903.981107809798,127.24556371787284,234.83028507054502,852.3464301196188,689.8593057339906,50.0,76.91396076690323,synthetic,synth_00017.npy
13419.363095125424,181.32474643671523,337.48277256352145,791.8136513815708,233.71823402832268,60.0,84.24504936694036,synthetic,synth_00018.npy
85966.37655205856,137.01982947781372,300.776844602735,1191.7674687154376,342.42446653906046,25.0,91.16713338691002,synthetic,synth_00019.npy
106824.54461269472,162.02678503639297,206.80084620999781,1388.4535872955366,995.5354398264498,24.0,84.64287186545278,synthetic,synth_00020.npy
4903.981107809798,153.5523642022958,97.16319205727774,915.8227014121334,559.096145758618,60.0,74.96815680989891,synthetic,synth_00021.npy
103999.59090514782,185.8864483253015,115.36920705284824,1750.155714050278,752.9264369354014,50.0,77.9182748801891,synthetic,synth_00022.npy
18144.276581631217,138.5242091937603,256.2150826500765,1051.409134341907,402.59696125066574,24.0,92.33154885192836,synthetic,synth_00023.npy
89230.29046694346,156.0062283569141,175.12286394894957,1148.7030385689422,543.5081018170687,30.0,81.75788515195839,synthetic,synth_00024.npy
38480.33152845892,113.08427442026714,148.4837966720429,1185.980580631685,1029.5225958132369,60.0,69.87029186541548,synthetic,synth_00025.npy
4903.981107809798,171.6424578506709,111.49645203204838,330.0342076272539,706.5897536463508,60.0,68.9837506965946,synthetic,synth_00026.npy
71482.95210585216,133.8268803544536,329.5307013643003,2252.4532483467656,959.1509032990155,50.0,84.09555288254812,synthetic,synth_00027.npy
17203.252658402478,143.1152977819409,119.25752741581526,359.5196513973858,235.67937150354166,39.0,78.3548229724189,synthetic,synth_00028.npy
102396.32304281989,73.6058671443436,249.02319296812973,975.8440832169804,1016.2173929893992,24.0,80.66325237414691,synthetic,synth_00029.npy
4903.981107809798,119.77100755820581,95.10024569261782,862.4187934625429,416.42263377877936,25.0,82.24192371252812,synthetic,synth_00030.npy
23280.88209488602,179.9400312707604,181.88270589405715,551.1258599555665,458.1786776671966,50.0,79.1378957035667,synthetic,synth_00031.npy
4903.981107809798,215.60066956212248,140.9595934965694,1747.4014770272458,939.6244312798184,24.0,74.48348441977413,synthetic,synth_00032.npy
31684.725321888443,160.7520185962412,85.354397649303,1026.3826134546377,296.4123374451996,25.0,87.11637237946225,synthetic,synth_00033.npy
4903.981107809798,165.49161567233952,70.99984818149807,656.7670713400597,609.7759912632297,30.0,79.45674815738234,synthetic,synth_00034.npy
11978.194169985702,127.50517107205303,11.104135259944997,1721.2269225560763,320.98516273128746,25.0,88.32287573423689,synthetic,synth_00035.npy
4903.981107809798,151.2534313443519,142.6247981594622,335.89249215267455,901.5852969076766,39.0,76.11998290285756,synthetic,synth_00036.npy
48725.107594120294,107.9860237465256,207.1205838039154,766.1196053089209,565.0345656992923,30.0,81.99542674553051,synthetic,synth_00037.npy
40494.632474201666,153.4555060114611,85.27508330294097,1016.1689065097864,753.0837334255353,30.0,76.33029492254401,synthetic,synth_00038.npy
52277.35192807234,136.50719478917193,175.00641124311736,1660.9783386073661,605.3782721931136,60.0,73.69028592749287,synthetic,synth_00039.npy
44917.98923107013,208.17571497967447,0.9978332700000001,762.4486687907912,866.9981408128413,39.0,67.28198753705028,synthetic,synth_00040.npy
4903.981107809798,164.55282464082353,194.79669629880397,774.9320409016804,434.24494477022733,25.0,85.8386341713408,synthetic,synth_00041.npy
4903.981107809798,145.2043395137728,146.41937179198982,1796.3715191442925,678.2497412466051,39.0,84.2304357796259,synthetic,synth_00042.npy
4903.981107809798,170.9158586300435,241.1421758013878,1131.1580697299653,418.7196583659507,60.0,83.8641319689813,synthetic,synth_00043.npy
50549.16279065031,106.79484112657175,222.81025978304592,1790.397297303591,685.3113476043086,30.0,86.26961888008755,synthetic,synth_00044.npy
41431.81156562917,135.98307987291759,132.58726719439485,1560.0683578860915,894.1027338223389,30.0,80.8596362024364,synthetic,synth_00045.npy
120020.27674422908,167.15652175000935,102.04235121305379,928.5343744833012,755.2876620748053,50.0,73.47066215455797,synthetic,synth_00046.npy
35286.74910290386,137.11904494486726,138.65054553223297,349.5751367062252,635.1851569546135,50.0,75.60237328206183,synthetic,synth_00047.npy
4903.981107809798,149.77804052440726,48.47025882027931,659.3566385262004,261.2230308568986,39.0,86.1994422429692,synthetic,synth_00048.npy
8982.23965486902,98.02858991331003,182.24951207081244,1279.7616260869358,587.4994403191873,50.0,82.03357883872067,synthetic,synth_00049.npy
6081.611168224961,117.3357708863873,367.489226,1550.7820350954069,814.9109915194223,25.0,92.72466487999247,synthetic,synth_00050.npy
49388.053755819215,203.43948304136518,216.76589204558707,1490.076278129621,746.6881048944912,25.0,83.03642531777461,synthetic,synth_00051.npy
23257.43311027367,156.16327654392197,182.4204013943213,620.450911262804,604.8037649149401,24.0,83.11152485204745,synthetic,synth_00052.npy
4903.981107809798,129.06580016403,113.40892340568072,1457.6209695201726,353.3097527656595,60.0,75.10718355287439,synthetic,synth_00053.npy
12250.678418519918,158.1664320255315,148.52775859207972,1491.3356159341554,615.984574195882,30.0,82.22905841262136,synthetic,synth_00054.npy
78482.29329966132,142.76208490864607,63.24411652433025,1661.5778690500506,271.9275862666901,30.0,84.95039070048512,synthetic,synth_00055.npy
16469.29345274806,216.3126172057249,211.34303608574186,897.5589351957188,814.0356586579826,30.0,80.1389963482826,synthetic,synth_00056.npy
10557.879247289271,172.28736520443724,288.02207247195815,1994.8953505305476,825.7116985293316,30.0,85.33309819632028,synthetic,synth_00057.npy
64997.900585837204,150.4484841641701,192.80732289728456,1243.0433382088581,883.8096596587766,25.0,83.88607453111288,synthetic,synth_00058.npy
68853.2209987994,195.48720750316,4.415089955327147,1373.9709651215803,923.2056797038933,50.0,69.10276564524577,synthetic,synth_00059.npy
20366.2677380097,178.6534381102797,367.489226,1048.2708291561028,529.6213735780146,39.0,86.01956075672555,synthetic,synth_00060.npy
29777.624089468918,105.38378642534121,138.72987898231926,1896.8451404031262,327.3820268719803,50.0,85.33412990962029,synthetic,synth_00061.npy
20372.249798113007,118.88357952671939,217.12933866950016,999.2535799977852,570.9122207348105,30.0,86.63741901694885,synthetic,synth_00062.npy
95882.20669916252,191.87575691380496,223.45067803746355,1121.4426228163045,774.5668656157376,25.0,79.25480968174809,synthetic,synth_00063.npy
4903.981107809798,115.20884936361873,162.2333382951473,2658.4290966501503,520.6856630720662,39.0,91.11370440991945,synthetic,synth_00064.npy
42599.30496216986,179.76443296262852,202.81955067299424,1544.7652496164412,862.7800717688392,39.0,80.08308421310267,synthetic,synth_00065.npy
20181.629625477908,171.39145020106977,336.9220379604144,1195.1949195716618,357.94960630582136,24.0,88.10057333561441,synthetic,synth_00066.npy
57403.657905557586,141.3679971007886,193.24543795671954,1388.5938759441924,720.9962929083975,39.0,80.88727714785799,synthetic,synth_00067.npy
13563.670088245352,208.46651669743244,234.28594126409234,2248.628117554745,409.8227003032208,30.0,88.78303005350111,synthetic,synth_00068.npy
4903.981107809798,156.60333635578363,225.3721599286265,875.3527338950224,558.7940290050591,25.0,83.57562997578982,synthetic,synth_00069.npy
41749.06917485079,155.75381783229898,218.53134252589297,1260.6154527182218,651.362471879558,50.0,82.54870549753122,synthetic,synth_00070.npy
71236.66388872231,93.61494076933772,305.25975917551943,2349.1328225105126,546.0770541376876,24.0,94.40515900100748,synthetic,synth_00071.npy
120751.75694054159,143.78235399481053,197.62601061791443,2141.7592815816606,370.38889615587726,50.0,81.33719927799224,synthetic,synth_00072.npy
4903.981107809798,150.5231346617122,249.4272518483173,2688.347254755259,919.6290919088058,50.0,80.85671258053354,synthetic,synth_00073.npy
89215.384049376,116.81632759049526,275.79437296083233,1585.3691172198712,403.2791836551051,39.0,85.82413255615846,synthetic,synth_00074.npy
14709.7519193453,102.71856653279403,213.5129297616567,1011.2593053149145,736.3522459988893,50.0,78.2317479057416,synthetic,synth_00075.npy
20117.147092923282,147.65166334842266,321.2744746554689,359.6564529474601,1120.4310321957191,25.0,81.98761600897683,synthetic,synth_00076.npy
80360.58203712624,144.00730089752943,278.7442398109494,1544.8095453445164,563.1255675174784,39.0,78.13239595335114,synthetic,synth_00077.npy
4903.981107809798,191.13476604163768,103.80337976280462,639.6742499971616,576.8391533946891,50.0,72.63101088623955,synthetic,synth_00078.npy
64506.436467245076,175.4687123885826,282.9820563643721,2074.886088296657,526.7734537443429,60.0,85.11780873145467,synthetic,synth_00079.npy
19954.954646384154,121.07469597422072,278.33431861189763,1737.4971920208304,428.2505194176675,24.0,95.28703377268967,synthetic,synth_00080.npy
43363.59803925305,182.63503618915897,77.04683476779651,1875.3674115075266,364.07634761283407,25.0,90.53969435687686,synthetic,synth_00081.npy
45549.11638907868,166.89343817184857,180.9850597480961,1324.5878932160879,735.4116864911376,60.0,69.73385929599826,synthetic,synth_00082.npy
55632.13299240731,135.22409867567453,126.74156199267439,1673.5807831353075,343.57737568821534,60.0,79.533552856292,synthetic,synth_00083.npy
90127.06461517054,122.5872981681083,78.29536156827405,305.16841125401544,396.4182467531203,30.0,81.38604811461767,synthetic,synth_00084.npy
4903.981107809798,147.7208955695644,61.74521858540628,1232.1027411159384,244.80455748677917,30.0,79.29086357936875,synthetic,synth_00085.npy
29315.65575776549,159.9696417257111,163.31618586534978,573.1124401505901,399.49952678853873,30.0,80.79562231905307,synthetic,synth_00086.npy
38830.445066149245,155.17209425341673,208.8747892220992,959.9415312175162,385.7056788440815,39.0,85.018299302174,synthetic,synth_00087.npy
35032.928899206825,146.09915303280414,122.00436373367839,920.1425403007603,261.4403442003214,24.0,88.55022513070904,synthetic,synth_00088.npy
15243.315367888616,229.6473537647076,64.43752531888852,1322.0380835122812,390.1750953964007,30.0,81.458176894942,synthetic,synth_00089.npy
7739.300975243463,201.8722845648494,285.3406086292817,844.5486824149684,630.0049375140618,60.0,73.2896680945215,synthetic,synth_00090.npy
13936.848335093739,170.49323843557997,174.71820581000955,1534.0495101374768,1450.3739601417637,25.0,70.23245803398103,synthetic,synth_00091.npy
36326.273498009825,161.37077669794115,109.43739999352059,1707.8284578099333,180.4137360703388,50.0,83.30513245787483,synthetic,synth_00092.npy
43938.08265624453,164.8399064056319,38.090702871788395,1184.7095109987583,507.32142968472715,50.0,75.4811971304002,synthetic,synth_00093.npy
36236.441130183106,161.9209442687681,101.5259758629639,425.41693851682743,1265.8850678953324,30.0,71.8772164554469,synthetic,synth_00094.npy
86080.96758390879,204.9173009127087,186.1871797689837,821.5757802962713,429.39922876104515,30.0,84.46770851625996,synthetic,synth_00095.npy
32624.852975051625,180.45714411188814,294.36173377701755,1564.0103380167125,528.8270017563384,60.0,80.36820078287411,synthetic,synth_00096.npy
4903.981107809798,165.2949486326992,136.132038189291,296.9061886454218,747.1933983045249,39.0,69.63976953344982,synthetic,synth_00097.npy
19033.40987462926,127.1556552089495,194.25454325628425,902.6498428689231,694.6943449349508,50.0,79.45598438654667,synthetic,synth_00098.npy
4903.981107809798,106.76663979229812,45.92628312293546,1317.337544877211,713.5775524570553,25.0,74.50867267596267,synthetic,synth_00099.npy
29246.32823171795,132.7045682249478,240.14357364498267,466.68110819406377,191.76944957880687,25.0,92.91227208228777,synthetic,synth_00100.npy
7911.1596907248095,180.5086057478803,75.68055905818566,357.2441403441134,532.1881614238122,30.0,79.24869672234966,synthetic,synth_00101.npy
32430.198020924578,152.0129273998342,249.1888709353923,1579.860700137022,579.8821868364934,25.0,88.46690264954651,synthetic,synth_00102.npy
32601.056783801392,110.31779852903753,150.82380662168757,2079.6870877754614,663.5302196442688,30.0,87.55748687053757,synthetic,synth_00103.npy
66751.07377517052,209.99891393030782,239.7391472715412,1512.4960093643933,476.4983540621217,24.0,84.06004727517113,synthetic,synth_00104.npy
4903.981107809798,155.82649955759373,253.86564570276857,1833.8334605620244,499.09614399393973,39.0,87.43904805605193,synthetic,synth_00105.npy
30092.20978119045,141.2753135060263,241.40289303439747,1715.6436888686208,679.3756335296847,30.0,87.96982547536764,synthetic,synth_00106.npy
60482.52791936824,113.90884795595456,149.64735872093925,1664.2058217853528,592.957432944283,25.0,86.99141739315931,synthetic,synth_00107.npy
55769.89210168249,78.2317072770847,282.7329819179781,1040.380226893164,762.9653017940886,60.0,75.03352737663984,synthetic,synth_00108.npy
7327.118599471811,162.3004557627382,200.92370039507858,271.36265196129483,978.1153598894693,50.0,68.64138613996369,synthetic,synth_00109.npy
28013.34939228096,134.66572537158618,145.69981406851483,1369.0371834507193,984.3165657342698,30.0,75.96615120731997,synthetic,synth_00110.npy
33228.48442233118,109.85312177871111,145.90824283016164,785.9251117777267,246.62310463400337,30.0,86.56010940332303,synthetic,synth_00111.npy
62296.48012186416,170.76393291148796,189.72613547252183,1309.377861065629,761.1540134090843,39.0,73.98389836411869,synthetic,synth_00112.npy
39751.5092005904,139.11691983027063,279.1006393547717,426.06938225739833,584.0351121551402,24.0,84.33352494592543,synthetic,synth_00113.npy
26634.726437531855,144.22587866752144,228.4228105867672,890.2623434812905,681.7944508198225,39.0,80.34184053673059,synthetic,synth_00114.npy
17323.95749515193,163.02423097273152,135.33596554651945,1382.5028081049595,881.7686833257756,25.0,78.07452639239857,synthetic,synth_00115.npy
14034.843096312736,138.34619753493655,197.95545509546503,2520.9613351289067,843.295701044819,25.0,86.32563934727493,synthetic,synth_00116.npy
8777.56146655646,192.51128555253084,52.929484452860635,711.9801974353852,519.9061166086705,24.0,78.99240305125882,synthetic,synth_00117.npy
41195.92012301432,137.3760078454199,145.47982958889014,410.3708810343149,856.6297930785495,39.0,72.19746703354691,synthetic,synth_00118.npy
4903.981107809798,177.12035478356836,107.0420438614718,902.9617088273139,400.4868053492701,50.0,78.36742111182771,synthetic,synth_00119.npy
15037.003899324729,124.05933044887392,187.96256137077347,1865.8339833968737,462.30786285795983,24.0,90.0264115518497,synthetic,synth_00120.npy
87462.97905849671,138.64830179383003,274.4197636051125,1671.9931099679047,1372.1294481776672,60.0,70.35929318099845,synthetic,synth_00121.npy
40744.34659242881,166.44273879362532,46.33690953751393,863.6308002906144,584.4876747942849,50.0,71.52580027075791,synthetic,synth_00122.npy
22173.168495166065,141.29013952940318,285.9156683279985,1171.1319243303647,697.0670431343656,50.0,78.46527011185262,synthetic,synth_00123.npy
62082.57257249378,134.4512933714305,109.65632875209087,393.33243871283656,777.9889884332041,24.0,78.9543847847563,synthetic,synth_00124.npy
61603.78961181263,191.55046588151265,153.97321796974762,371.15658430212306,896.6274456198823,39.0,71.3559880618824,synthetic,synth_00125.npy
65626.58938261647,129.06852271320923,235.7877097523601,986.0518539860929,595.3852988188336,39.0,82.59844285176948,synthetic,synth_00126.npy
18261.03389686074,130.17077605358503,215.63750073039884,1468.0165033580806,1112.2636334298754,39.0,78.42875207684787,synthetic,synth_00127.npy
68727.3342033794,161.9028319458674,177.2333920173269,1804.8963944222241,219.48156235727288,24.0,88.42654441584189,synthetic,synth_00128.npy
22115.52721083534,129.01609417174643,123.80312981187542,553.9913574955228,359.4592736769595,39.0,81.08287869835088,synthetic,synth_00129.npy
4903.981107809798,142.0973658915387,38.865425403590294,1251.827972713987,505.4333589279629,39.0,79.38687305905985,synthetic,synth_00130.npy
40795.17337255848,172.18082426500962,117.45878356252022,1701.3152294929564,394.2065048033439,30.0,85.20465229672445,synthetic,synth_00131.npy
40725.12449427256,169.98241254650105,256.06332500058664,809.1811100761223,923.0109038090832,24.0,79.03434031424223,synthetic,synth_00132.npy
37038.809758871736,91.24756842441484,99.9769035731562,911.411897910494,408.77980372841574,25.0,85.7052026181662,synthetic,synth_00133.npy
40108.549397462026,173.22937053711365,195.20463880728133,1399.5823697254068,501.95925232718446,39.0,76.50163769012507,synthetic,synth_00134.npy
68055.3985338558,178.05642584063702,129.5064236232151,740.7433333221483,517.3088309754214,30.0,80.23184379719606,synthetic,synth_00135.npy
25414.20339670753,142.01566931182256,222.4234698615607,358.4008663784832,196.72568492048762,24.0,86.1756029184503,synthetic,synth_00136.npy
24167.640506546253,185.69367676869336,55.74777450166489,310.8971011101951,833.3952312790436,30.0,70.91081186374637,synthetic,synth_00137.npy
4903.981107809798,120.91983490814765,162.7103978813098,625.7960163354252,596.432050391992,30.0,82.3885805599583,synthetic,synth_00138.npy
65661.91139570164,167.91356844418792,13.493539509920765,1557.1158567350803,343.3098566259036,25.0,83.89317003852324,synthetic,synth_00139.npy
39418.15725911336,192.87565107366564,185.47415337383018,590.4063462636768,520.9225058228225,25.0,84.59733037101368,synthetic,synth_00140.npy
96075.19408011418,151.7235254210661,202.75833402743655,1442.9226605157096,712.010905153845,50.0,76.85325032715286,synthetic,synth_00141.npy
31780.224769548528,184.5913862466334,156.1437877706648,330.6963364922544,1308.9651034977906,24.0,72.64756104943659,synthetic,synth_00142.npy
4903.981107809798,150.06393035823382,164.69460438558895,327.7443044494351,695.6018648669638,39.0,73.83902404134248,synthetic,synth_00143.npy
88814.50920540615,162.51263719465697,272.85367024222097,1619.143225417943,917.037448797977,30.0,80.7577001171452,synthetic,synth_00144.npy
51319.41404093533,171.75551251390502,286.9641095522047,1623.6437926175286,579.9962303810362,50.0,82.8701394267052,synthetic,synth_00145.npy
4903.981107809798,150.00477861336847,165.4261038333827,709.4928210305716,663.8405197578062,60.0,70.67239137698446,synthetic,synth_00146.npy
56505.35234445073,181.3623827461662,186.23192968952768,476.5318716371382,725.337867990881,39.0,74.54082615274271,synthetic,synth_00147.npy
11041.264719987947,102.73054916065362,211.59301878132533,292.4144528277294,513.7467420745218,25.0,82.55163944801616,synthetic,synth_00148.npy
59589.00386599583,149.5599864904156,227.8130801617409,388.31218566375503,512.725420265221,25.0,81.25112046714042,synthetic,synth_00149.npy
30877.980941570208,209.20583263861587,332.8898662059006,540.1686426416063,917.8720918660425,50.0,74.99069449779039,synthetic,synth_00150.npy
4903.981107809798,73.96878853592376,162.79213512759196,1316.5120775800658,768.7169692773543,24.0,82.72896034713395,synthetic,synth_00151.npy
53531.34855472461,190.42458357485506,217.89455204454202,2042.7031856105964,503.7283598550461,30.0,89.72716968869668,synthetic,synth_00152.npy
4903.981107809798,77.83654346122867,173.6433882939873,325.6931377635025,383.494380978988,39.0,76.75594017977667,synthetic,synth_00153.npy
4903.981107809798,132.0077719316712,118.86969667967722,906.2043810531374,634.5314346055227,24.0,81.12652223072682,synthetic,synth_00154.npy
21203.847698960984,149.5665521881523,170.40552449823238,1283.898315880018,614.2327579040661,30.0,86.68217779613418,synthetic,synth_00155.npy
38408.75443635674,145.77220317433662,182.39485390611685,346.961397514055,932.389371657474,24.0,75.58775267932883,synthetic,synth_00156.npy
19354.05747440018,97.35548827213229,323.32520636898016,465.72503266633134,763.5245695262164,24.0,85.22862112378948,synthetic,synth_00157.npy
4903.981107809798,117.45096600874109,89.92792971455412,2181.5877761047736,758.3850141597648,39.0,79.40189726064126,synthetic,synth_00158.npy
31327.174989016603,159.37114925582452,191.43788844661805,1302.282450615509,588.4743426998315,39.0,77.51267462135533,synthetic,synth_00159.npy
44352.7753698313,141.77174157878198,155.86780279014894,1391.9286488600687,627.3050979568792,30.0,80.46424426090307,synthetic,synth_00160.npy
47967.52072723903,95.241986308137,216.9706302859484,1556.5366868236247,437.0823178970419,30.0,90.13557051504304,synthetic,synth_00161.npy
125928.9315364892,110.12720918079371,367.489226,992.9483315120275,616.5727281713754,60.0,82.23524625910296,synthetic,synth_00162.npy
4903.981107809798,87.95975343114117,167.6770416301976,1380.4762383742604,561.1317968099371,25.0,92.5722730737405,synthetic,synth_00163.npy
57156.95388788953,159.00157714345235,174.5409809600329,1800.2111323286608,440.6455442657733,39.0,77.96193277973207,synthetic,synth_00164.npy
40367.12432621211,72.00103885139366,189.86485444044348,720.5662357287614,571.6677585879984,39.0,81.34893084532007,synthetic,synth_00165.npy
17058.41911615561,107.46360448485126,222.08571538688605,1967.0113133476052,998.5683155344825,60.0,77.83648888036774,synthetic,synth_00166.npy
47256.43031385943,190.31479623186863,0.9978332700000001,705.5651043505644,761.4329214798805,24.0,74.60750820360087,synthetic,synth_00167.npy
37715.99829605427,105.92996880269894,225.61092943119826,1531.1216676360948,208.25310001258973,39.0,90.93839627899376,synthetic,synth_00168.npy
50236.85390045748,162.8740597023906,222.7580880937762,1482.2315124074505,812.4855283824477,50.0,78.59075991866212,synthetic,synth_00169.npy
4903.981107809798,136.06750859905253,257.14545436947697,1209.783201213492,749.5796044409672,30.0,81.38100519551689,synthetic,synth_00170.npy
31458.31445212238,185.11179892905622,328.1629815558572,1584.404073046872,527.7639921251415,25.0,89.8101817987149,synthetic,synth_00171.npy
4903.981107809798,98.05832186911266,240.43879511612195,325.72532904571233,682.616079612461,30.0,80.98584992227299,synthetic,synth_00172.npy
27040.016549459622,171.03071754196722,219.39104367458177,1630.31361984645,497.00581292612077,25.0,91.18304714983864,synthetic,synth_00173.npy
34943.05981889209,153.70691107974653,193.60608140592169,280.95670190213536,658.0788258917568,25.0,76.31076782370259,synthetic,synth_00174.npy
29973.372007743255,141.58087368383312,185.73202000336468,1232.5350027923982,379.0265161328598,30.0,89.96198015054043,synthetic,synth_00175.npy
92697.25845852453,110.22810163497434,45.564276770973706,2071.6650069380826,762.9753403697728,24.0,83.631719530582,synthetic,synth_00176.npy
31559.221438083096,143.7155098442538,153.25453299234692,1248.7891097060535,487.2790898803356,24.0,87.78092268506795,synthetic,synth_00177.npy
50177.09609999413,94.8278324489581,95.86487914225596,351.5007298234948,697.5551760856498,25.0,78.59196170157244,synthetic,synth_00178.npy
59850.28353485382,133.08699703102246,312.8985311568315,1826.9405000218444,541.3967675987233,25.0,90.51407486670881,synthetic,synth_00179.npy
103208.64820939253,119.39169905359132,114.63321621518827,1533.4290171951313,510.7819386803814,60.0,75.82576007057318,synthetic,synth_00180.npy
32550.441381217748,145.92909750259815,68.39838844533033,1785.7486745484398,666.333180983328,50.0,79.13906795379192,synthetic,synth_00181.npy
16389.235804340828,179.10710451758604,65.29501830890477,572.0040888314859,645.62735640864,24.0,78.12078352218579,synthetic,synth_00182.npy
4903.981107809798,129.30549649455378,23.208870677356913,2096.9411867952913,514.9256892638874,60.0,70.9201568815058,synthetic,synth_00183.npy
9292.271415290743,95.94133690172708,146.61372050632338,978.5722499131512,860.7484128765253,39.0,75.54900206662273,synthetic,synth_00184.npy
4903.981107809798,114.68819730197195,355.85295331717754,833.6163853217759,640.8962114218139,60.0,75.9547924461809,synthetic,synth_00185.npy
43057.17751567985,130.29873240226473,283.3374326882164,1757.055059613802,896.3653237311157,60.0,80.8140995382994,synthetic,synth_00186.npy
58598.81196093132,143.41516105814188,284.1458611522691,2168.058761940992,500.90800960830154,30.0,90.3813454998837,synthetic,synth_00187.npy
32742.382435180334,125.81876590510285,218.61260153123902,1099.4394210764926,633.1730807559335,60.0,76.39495640986797,synthetic,synth_00188.npy
85665.57336581143,138.11529191276347,118.28731403537887,1687.6086246969783,490.34161554784896,39.0,84.72725720427938,synthetic,synth_00189.npy
4903.981107809798,201.65285709405345,276.75217299042606,2717.5716632384942,689.8401316680496,30.0,92.11332949351913,synthetic,synth_00190.npy
49954.57217100778,191.64721560250797,278.692340841425,1350.5826149896316,971.4927023862404,39.0,78.62008290277227,synthetic,synth_00191.npy
59498.68931939135,175.4459977734684,308.8961171244639,2086.1095292313735,669.6159993731757,24.0,91.86728904504889,synthetic,synth_00192.npy
5209.518240629488,101.11198095145139,230.2439376395833,474.5438500014952,817.9018537162493,39.0,80.01365185258913,synthetic,synth_00193.npy
13605.378639808678,82.78989449403213,261.74745823854164,1233.216456531646,546.9936987614373,60.0,86.2608352282791,synthetic,synth_00194.npy
17041.229712686778,168.20589872115102,271.3395770475224,1136.6871193479417,658.2307869725045,30.0,85.85645426833106,synthetic,synth_00195.npy
69777.08838802933,169.73604800469897,260.60403339948215,2375.0715656513685,894.1120377878992,60.0,80.50522167115565,synthetic,synth_00196.npy
59721.80292699656,181.4593389128944,30.328793800796973,1050.7991289326555,1236.3331214347875,39.0,60.10565562753379,synthetic,synth_00197.npy
95230.02301621495,144.7711571618446,249.40988390767757,2229.1018197525814,434.58141635474675,50.0,86.2003825767196,synthetic,synth_00198.npy
17804.40895587911,58.58240524599563,36.94730332873948,1871.2911314661685,681.5363826253094,24.0,85.02354573269132,synthetic,synth_00199.npy
31393.74434460551,125.42626476191028,182.84706101438974,870.2934422269199,425.2923067367388,30.0,82.9847225155398,synthetic,synth_00200.npy
68522.81419633616,197.38422451364977,158.00257519823757,1293.2074749638814,408.61980962759543,30.0,84.29186025906088,synthetic,synth_00201.npy
29382.554247543296,119.85495306933505,188.09287170158134,1106.885390755698,572.5814568083019,25.0,83.6343813571016,synthetic,synth_00202.npy
4903.981107809798,143.89721222587383,105.58982071207637,1691.0411328290809,280.53634567579104,39.0,86.00767803965714,synthetic,synth_00203.npy
74167.9621586974,126.95000717671437,106.12634606098153,345.05732164850366,586.2902546554185,24.0,79.03658494151853,synthetic,synth_00204.npy
57923.75960831492,214.40810306149706,157.04010383870104,387.3973600986389,280.5094894398138,50.0,79.22870940439985,synthetic,synth_00205.npy
35974.5728346087,203.7837463777156,137.25374770343464,1679.5701452693825,415.926022647789,60.0,74.89376700312803,synthetic,synth_00206.npy
16072.287509687645,130.45009409103238,91.29772548421002,952.8139117990776,1096.357034345904,39.0,69.54031345556153,synthetic,synth_00207.npy
59262.11745727316,177.62771269207772,123.15994197876323,1189.6951519440543,301.8549705071936,60.0,77.11254552830272,synthetic,synth_00208.npy
